name,supply_technology,supply_node,geography,other_index_1,capacity_or_energy_unit,time_unit,interpolation_method,extrapolation_method,extrapolation_growth,geography_map_key,source,notes,gau,oth_1,demand_sector,year,value,resource_bin
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2050,0.0,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,1561.99,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,3602.99,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,3602.99,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,3669.79,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,3769.79,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,3869.79,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,3969.79,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,4069.79,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,4894.93,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,5789.93,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,6590.93,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,6690.93,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,6790.93,
PRODESN Transmission-Sited Solar PV,transmission-sited solar PV power plant,Transmission-Sited Solar PV,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,6890.93,
